RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610910,
11,
1449100045402,
True,1,114,3,104,5,67,False,0,False,False,False,0,True,100,False,0,0,5,0,3,False,2,53,4,122,6,24,True,0,False,True,False,0,False,200,True,0,1,7,0,0,
3052,0,0,0,0,74208,0,0,0,0,5019,0,89,0,False,4,0,74208,3082,0,3071,False,3340,3,0,1001,37,0,12,0,0,0,False,315,False,False,4,7,4,0,0,20054,6700,0,0,0,False,False,3071,6807,0,20054,1,0,0,21451,0,16116,420,2,5245,9,5289,9,5317,9,5345,3,SILVER,6111,5,6121,1,6131,5,6141,1,6151,5,6161,1,6212,5,6223,1,6232,5,6312,1,3,100,BOTTOM,-0.15,-1.6,105.0,255.0,97.25,-110.35,0.3,2.2,335.2,335.0,DUO_SUPPORT,-189.45,-131.1,133.4,921.6,4,
3153,0,0,0,299,112288,759,1,5,0,4547,1,132,1,False,2,0,100715,3026,0,1331,False,3340,12,3087,1055,181,0,16,11004,7,0,False,364,False,True,5,3,3,0,3,16415,10825,568,428,0,False,False,11153,11514,0,17602,15,0,0,21678,1,16766,203,3,5253,9,5289,9,5317,9,5335,3,SILVER,6111,5,6122,1,6131,5,6141,1,6151,5,6162,1,6312,5,6322,1,6331,5,6343,1,4,100,MIDDLE,1.2,1.6,276.3,412.6,61.2,107.4,5.5,6.4,447.3,579.0,SOLO,8.2,283.4,372.6,667.9,12,
3006,0,0,0,457,100804,3189,1,0,0,3660,1,136,1,False,0,0,92862,3031,3085,1055,False,3340,11,1038,1036,154,0,13,7942,3,0,False,278,False,False,5,7,1,0,0,13981,9350,0,0,0,False,False,2549,9916,0,17171,4,0,0,15853,0,11915,110,4,5245,9,5285,4,5289,5,5317,9,5335,3,SILVER,6111,5,6122,1,6131,5,6141,1,6151,5,6164,1,6311,5,6322,1,6331,5,6343,1,7,100,BOTTOM,-0.15,-1.6,235.3,301.0,97.25,-110.35,6.9,4.4,335.2,368.2,DUO_CARRY,-189.45,-131.1,108.5,554.1,4,
3086,0,0,0,394,219278,4291,1,3,0,2969,1,1312,26,False,89,0,81591,3124,3047,3706,False,3340,5,3110,3044,63,0,16,122743,4,0,False,668,False,False,0,4,115,0,0,3601,10350,14944,1164,0,False,False,7434,12108,0,9057,1,0,0,25366,1,21729,77,5,5247,9,5290,6,5296,3,5318,9,5337,2,5348,1,SILVER,6111,5,6121,1,6131,5,6141,1,6212,5,6223,1,6231,5,6241,1,6251,5,6262,1,11,100,JUNGLE,-0.2,-1.0,264.5,428.4,124.4,201.9,0.0,0.9,378.2,568.9,NONE,-67.9,143.5,509.0,812.1,4,
3087,0,0,0,523,123717,3837,2,5,0,684,2,103,5,False,1,6,92509,3006,1036,3031,True,3340,9,1038,1053,147,0,16,31208,11,2,False,212,False,False,1,6,6,0,0,13566,10900,0,0,0,False,False,1504,12164,0,17403,1,0,0,15335,3,14437,157,6,5245,9,5289,9,5317,9,5337,3,SILVER,6111,5,6121,1,6131,5,6142,1,6154,5,6161,1,6211,5,6221,1,6311,5,6322,1,4,200,MIDDLE,-1.2,-1.6,193.8,318.4,-61.2,-107.4,4.3,4.8,386.1,471.6,SOLO,-8.2,-283.4,364.4,384.5,12,
2031,0,0,0,0,52550,6404,2,3,0,4042,1,488,0,False,4,19,21546,3742,3111,2303,True,3341,20,3068,0,68,0,13,23792,6,2,False,772,False,False,11,3,4,0,0,7236,8950,7210,156,0,False,False,3830,9895,0,13796,4,0,0,29059,2,24245,106,7,5257,9,5286,9,5367,3,5415,9,SILVER,6111,5,6122,1,6134,5,6142,1,6211,5,6223,1,6232,5,6242,1,6252,5,6262,1,4,200,BOTTOM,0.15,1.6,153.3,359.9,-97.25,110.35,2.2,2.7,227.0,460.4,DUO,189.45,131.1,310.2,1117.4,3,
3047,0,0,0,0,86534,4633,1,0,0,1971,1,1004,2,True,44,0,30985,3110,3105,1413,True,3340,9,0,0,40,0,13,25059,1,0,False,280,False,False,9,3,46,0,0,970,8275,30489,547,0,False,False,7785,8954,0,6151,1,0,0,19501,0,17249,20,8,5247,9,5289,9,5317,9,5337,1,5365,2,SILVER,6212,5,6223,1,6232,5,6241,1,6311,5,6321,1,6331,5,6343,1,6352,5,6362,1,11,200,JUNGLE,0.2,1.0,191.7,299.6,-124.4,-201.9,0.2,1.9,253.8,367.0,NONE,67.9,-143.5,576.9,668.6,4,
