RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610916,
11,
1449100045454,
True,1,33,3,157,5,36,False,0,False,False,False,0,True,100,True,0,0,4,0,2,False,2,39,4,16,6,223,True,2,False,True,True,0,False,200,False,0,3,11,0,1,
3117,0,0,0,0,32209,7728,1,0,0,13808,0,94,0,False,0,2,7173,3800,2049,3401,False,3340,19,3190,1028,31,0,15,22852,1,0,False,2804,False,False,18,8,0,0,0,2927,9450,2183,0,0,False,False,1297,10008,0,10655,4,0,0,28881,0,12267,53,2,5273,9,5289,9,5317,9,5357,3,UNRANKED,6211,2,6212,3,6221,1,6231,5,6241,1,6252,5,6263,1,6311,5,6322,1,6332,5,6342,1,4,100,BOTTOM,1.9,2.15,0.9,0.65,363.8,274.4,162.2,310.7,23.5,17.65,-13.3,51.6,0.6,1.6,0.7,0.5,632.4,433.4,250.6,319.8,DUO_SUPPORT,249.0,132.7,-24.75,-31.15,1581.2,860.6,221.3,657.6,3,
3006,0,0,0,773,162908,7663,3,5,0,12509,1,436,1,False,9,2,135864,3087,3508,3031,False,3340,12,3072,0,213,1,17,24823,16,2,False,1637,False,True,4,8,10,0,0,20679,15450,2220,1176,0,False,False,3240,15888,0,29518,3,0,0,20431,4,6284,110,3,5245,9,5289,9,5317,9,5335,3,SILVER,6111,5,6122,1,6131,5,6142,1,6151,5,6164,1,6211,5,6223,1,6231,5,6241,1,4,100,BOTTOM,1.9,2.15,0.9,0.65,598.2,496.5,245.9,481.3,23.5,17.65,-13.3,51.6,5.6,6.8,5.4,6.3,659.0,609.8,251.6,484.9,DUO_CARRY,249.0,132.7,-24.75,-31.15,1146.2,697.0,343.2,224.2,7,
3020,0,0,0,0,184638,12410,1,2,0,14347,0,75,6,False,38,0,55654,3027,3191,1026,False,3340,6,3165,3040,156,0,16,127326,4,0,False,653,False,False,8,10,44,0,0,3198,11900,1658,1294,0,False,False,1938,12348,0,16902,1,0,0,24159,1,9159,90,4,5273,9,5296,9,5317,9,5357,3,SILVER,6114,5,6122,1,6134,5,6142,1,6154,5,6164,1,6312,5,6322,1,6332,5,6343,1,4,100,MIDDLE,3.2,-2.1,-1.7,1.0,380.2,408.3,200.7,350.7,-308.2,60.4,-24.0,14.8,6.6,4.7,3.6,4.0,508.6,530.1,371.5,378.4,SOLO,191.0,-312.9,-179.8,7.3,1133.2,630.3,274.8,655.5,14,
2033,0,0,0,396,121244,4271,1,2,0,12984,2,69,1,False,8,1,76857,3742,3078,3124,False,3340,8,1055,3111,145,0,16,44387,8,0,False,448,False,False,2,12,9,0,0,10525,12000,0,0,0,False,False,829,12477,0,14796,1,0,0,32527,2,19095,24,5,5245,8,5251,1,5289,3,5295,6,5317,9,5337,3,GOLD,6111,5,6121,1,6131,5,6141,1,6151,5,6162,1,6312,5,6322,1,6331,5,6343,1,4,100,TOP,2.0,2.8,-2.4,0.2,512.0,350.0,175.4,385.3,-44.0,102.6,-186.5,6.6,4.2,4.8,2.2,5.4,453.6,478.3,254.2,478.8,SOLO,96.0,290.6,92.7,129.0,1258.6,1091.4,415.8,847.3,12,
3089,0,0,0,1364,210436,31695,2,10,0,5270,1,487,23,False,48,3,20848,3285,1313,3116,True,3340,15,1402,3027,78,0,18,178470,18,3,False,408,False,False,18,6,71,0,2,1992,18075,11117,2385,0,False,False,12660,18102,0,36073,4,0,0,29734,3,24056,76,6,5273,9,5289,9,5317,9,5357,3,SILVER,6114,5,6121,1,6134,5,6141,1,6154,5,6164,1,6311,5,6321,1,6331,5,6343,1,4,200,JUNGLE,-1.6,4.0,0.2,1.4,423.6,707.3,282.0,446.6,-241.0,435.3,19.0,149.4,1.2,5.1,0.2,1.9,534.2,808.0,247.9,510.0,NONE,-580.0,-378.5,-189.4,-584.6,1085.6,894.0,452.2,635.0,11,
3006,0,0,0,716,113668,6479,1,3,0,6914,2,297,1,False,0,1,91428,3153,3085,3031,True,3340,1,1053,0,133,0,15,12639,8,0,False,384,False,False,12,6,1,0,0,17564,12000,9600,3975,0,False,False,3952,13877,0,28019,2,0,0,17412,2,10113,96,7,5245,9,5289,9,5317,9,5335,3,SILVER,6111,5,6122,1,6134,5,6141,1,6151,5,6162,1,6312,5,6322,1,6331,5,6343,1,4,200,BOTTOM,-1.9,-2.15,-0.9,-0.65,440.2,505.9,209.1,302.4,-23.5,-17.65,13.3,-51.6,0.2,3.6,3.7,5.1,420.4,452.8,266.9,374.9,DUO_CARRY,-249.0,-132.7,24.75,31.15,808.0,712.2,272.5,237.0,7,
