RANKED_TEAM_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610783,
11,
1449099999881,
False,1,203,3,41,5,420,False,0,False,True,False,1,True,100,False,0,0,6,0,1,True,2,117,4,16,6,223,False,0,True,False,False,1,False,200,True,0,0,2,0,1,
3031,0,0,0,1100,70972,207,1,0,0,3174,0,20,0,False,4,0,70621,1053,1001,1055,True,3340,6,0,1042,136,0,11,351,2,0,False,452,False,False,3,3,4,0,1,5585,5775,0,0,0,False,False,1362,8014,0,5793,2,0,0,7410,0,3783,51,2,5245,8,5251,1,5277,4,5289,5,5317,9,5337,3,DIAMOND,6111,5,6122,1,6131,5,6142,1,6151,5,6161,1,6311,5,6322,1,6331,5,6343,1,7,100,BOTTOM,-0.25,0.7,231.2,402.6,-21.05,78.95,5.2,7.4,266.6,401.0,DUO_CARRY,-4.7,6.2,326.5,278.4,4,
3174,0,0,0,0,73049,6847,1,3,0,3228,3,804,3,False,2,2,14614,3020,0,3089,True,3340,6,0,0,137,0,12,58114,3,0,False,120,False,False,7,0,5,0,1,555,8475,320,0,0,False,False,1337,8440,0,7403,1,0,0,6848,1,3500,61,3,5273,9,5296,9,5316,9,5357,3,PLATINUM,6114,5,6122,1,6131,5,6141,1,6154,5,6164,1,6312,5,6322,1,6331,5,6343,1,1,100,MIDDLE,1.7,1.2,250.9,439.1,5.2,-28.9,7.7,5.8,444.2,345.5,SOLO,-131.7,-161.0,229.4,311.9,4,
2049,0,0,0,0,88251,6510,2,6,0,2867,0,553,15,False,46,4,32565,3111,0,1413,True,3364,14,1011,1031,20,0,12,48669,7,1,False,523,False,False,5,1,61,0,3,3577,6950,7016,1202,0,False,False,8175,8974,0,11290,1,0,0,17087,1,13696,36,4,5247,9,5289,9,5317,9,5409,3,DIAMOND,6114,5,6121,1,6131,5,6142,1,6211,5,6223,1,6231,5,6242,1,6251,4,6252,1,6262,1,11,100,JUNGLE,-0.1,-1.2,327.3,412.5,82.1,-50.3,0.3,1.6,395.2,381.1,NONE,179.0,-88.0,665.4,638.8,4,
2033,0,0,0,0,107504,5053,2,2,0,2440,2,34,5,False,5,1,64842,3047,3057,3146,True,3340,6,3124,3086,133,0,13,41837,7,1,False,1816,False,True,4,3,10,0,0,7938,10050,823,823,0,False,False,3554,10090,0,13816,1,0,0,15120,3,10863,24,5,5245,9,5290,3,5295,6,5317,9,5337,3,PLATINUM,6111,5,6122,1,6131,5,6141,1,6212,5,6223,1,6232,5,6241,1,6251,5,6262,1,4,100,TOP,-1.3,3.8,318.6,504.9,64.5,259.6,5.1,7.7,436.2,586.4,SOLO,-241.9,170.2,418.2,820.9,14,
2049,0,0,0,0,7375,1766,1,0,0,5200,0,94,0,True,0,5,2563,2043,3117,3092,False,3341,12,3801,1033,12,0,9,3649,1,0,False,120,False,False,6,5,0,0,5,1290,5525,1162,0,0,False,False,2159,5634,0,3056,9,0,0,9664,0,4343,40,6,5257,9,5285,1,5289,8,5315,7,5317,2,5347,3,DIAMOND,6211,5,6221,1,6231,5,6241,1,6311,5,6322,1,6332,5,6342,1,6352,5,6363,1,3,200,BOTTOM,0.25,-0.7,196.9,270.5,21.05,-78.95,0.1,0.6,279.3,211.5,DUO_SUPPORT,4.7,-6.2,296.0,364.5,4,
3031,0,0,0,1162,71995,245,1,0,0,3767,1,87,0,False,3,2,69493,1001,1042,1042,False,3363,7,1055,3086,130,0,10,779,1,0,False,278,False,False,5,3,3,0,2,9711,6400,1722,520,0,False,True,1165,6803,0,10477,3,0,0,8234,0,4189,222,7,5245,9,5277,4,5290,5,5317,9,5337,3,DIAMOND,6111,5,6122,1,6131,5,6141,1,6151,5,6161,1,6312,5,6322,1,6332,5,6343,1,7,200,BOTTOM,0.25,-0.7,291.0,319.3,21.05,-78.95,6.3,6.7,296.0,363.0,DUO_CARRY,4.7,-6.2,363.4,301.1,4,
2043,0,0,0,0,77351,6521,2,3,0,4539,0,315,4,True,37,1,21002,1001,1414,2031,False,3340,10,3116,0,35,0,11,50715,3,1,False,440,False,False,4,3,41,0,3,1094,6550,5634,756,0,False,False,3097,6961,0,8371,1,0,0,14033,1,9052,60,8,5277,9,5317,9,5337,1,5357,2,5402,9,UNRANKED,6111,5,6121,1,6131,5,6142,1,6311,5,6322,1,6331,5,6343,1,6351,5,6362,1,11,200,JUNGLE,0.1,1.2,296.6,323.4,-82.1,50.3,0.4,2.8,313.1,431.4,NONE,-179.0,88.0,486.4,726.8,4,
