RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610926,
11,
1449100045545,
True,1,420,3,36,5,223,True,0,False,True,False,0,False,100,True,0,3,11,0,3,False,2,157,4,53,6,23,False,1,False,False,True,0,True,200,False,0,0,2,0,0,
3047,0,0,0,0,173507,4880,1,4,0,4130,0,708,11,False,68,2,126615,3072,3071,1408,True,3340,31,3075,0,62,0,17,39279,13,0,False,1980,False,False,5,7,79,0,0,15939,13425,7612,276,0,False,False,6625,14784,0,21096,1,0,0,29254,4,23143,64,2,5245,9,5289,9,5317,9,5335,2,5337,1,GOLD,6114,5,6121,1,6131,5,6142,1,6312,5,6322,1,6331,5,6343,1,6351,5,6362,1,11,100,JUNGLE,-0.3,0.1,0.4,499.7,294.1,481.0,-125.6,-31.9,187.7,3.4,0.4,1.7,545.7,357.8,595.9,NONE,-908.8,90.2,111.1,762.1,682.9,1082.1,4,
3157,0,0,0,0,105210,22579,1,0,0,7671,2,690,0,False,6,0,13112,3116,3020,1056,True,3340,9,1058,1026,109,0,15,90470,5,0,False,1667,False,False,10,11,6,0,0,1485,10550,1628,818,0,True,False,100,12343,0,24883,1,0,0,23268,0,13929,74,3,5268,9,5298,9,5328,9,5358,3,GOLD,6211,2,6212,3,6221,1,6231,3,6232,2,6242,1,6251,3,6252,2,6263,1,6311,5,6322,1,6331,2,6332,3,6342,1,4,100,MIDDLE,-0.6,-1.8,-0.5,483.8,230.4,379.0,-126.3,-57.8,-213.3,2.9,3.9,3.6,511.8,390.1,350.8,SOLO,-548.4,-87.8,-173.4,1050.4,411.0,674.4,14,
3071,0,0,0,0,152337,3570,2,3,0,10405,2,171,8,False,0,0,141637,3009,3742,3083,True,3340,4,3065,0,191,0,18,3570,13,1,True,2276,False,False,7,6,8,0,0,16443,13250,7129,5913,0,False,True,1491,15426,0,25927,1,1,0,38327,5,25644,86,4,5245,9,5277,2,5290,7,5317,9,5337,2,5343,1,SILVER,6111,5,6121,1,6131,5,6142,1,6212,5,6221,1,6232,5,6242,1,6251,5,6261,1,4,100,TOP,3.9,3.7,3.4,554.6,317.6,453.2,-85.4,135.4,284.6,6.1,6.1,5.8,625.8,507.4,610.5,SOLO,382.5,27.0,132.4,1860.0,399.8,911.0,12,
2045,0,0,0,0,47768,10665,1,2,0,12494,1,778,1,False,0,0,8857,3047,3401,3110,True,3364,11,3068,0,42,0,14,34762,6,0,False,2590,False,False,13,7,1,0,0,2905,10900,4148,624,0,False,False,1660,11867,0,14194,4,0,0,28848,3,13763,111,5,5257,9,5299,9,5317,2,5318,7,5361,3,SILVER,6212,5,6221,1,6232,5,6241,1,6251,5,6263,1,6312,5,6322,1,6332,5,6342,1,4,100,BOTTOM,0.1,0.95,-0.1,471.7,239.2,364.9,-1.75,27.9,71.3,1.2,1.1,1.8,488.3,345.9,401.6,DUO_SUPPORT,408.15,108.8,108.7,1478.4,357.5,685.0,3,
3144,0,0,0,1053,123530,0,1,5,0,14016,0,6349,0,False,2,0,120434,3031,3036,3078,False,3340,7,3006,1043,140,0,17,0,15,0,False,2891,False,True,16,11,2,0,0,28941,14400,3096,1196,0,False,False,1574,14415,0,30137,1,0,0,35891,3,18984,133,6,5245,4,5253,5,5290,9,5317,6,5318,3,5343,1,5412,2,SILVER,6111,5,6121,1,6131,5,6142,1,6151,5,6161,1,6212,1,6311,5,6322,1,6331,5,14,200,MIDDLE,0.6,1.8,0.5,558.9,297.5,477.9,126.3,57.8,213.3,3.5,5.7,4.1,638.1,447.9,564.1,SOLO,548.4,87.8,173.4,1598.8,498.8,847.8,4,
3036,0,0,0,655,156597,3687,2,5,0,7057,0,3357,12,False,61,1,114517,3006,3930,3153,False,3340,7,3087,1031,59,0,16,22558,11,2,False,3891,False,False,9,8,73,0,0,11257,13100,19522,4520,0,False,False,7678,13274,0,19465,1,0,0,35527,3,24577,11,7,5247,9,5289,9,5317,9,5365,3,GOLD,6111,5,6121,1,6131,5,6142,1,6151,5,6161,1,6212,5,6223,1,6311,5,6321,1,11,200,JUNGLE,0.3,-0.1,-0.4,542.2,259.1,409.0,125.6,31.9,-187.7,3.7,0.3,1.3,671.3,389.7,408.2,NONE,908.8,-90.2,-111.1,1670.9,592.7,971.0,4,
