RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610856,
11,
1449100015134,
False,1,36,3,223,5,32,True,0,False,True,False,0,False,100,False,0,3,11,0,1,True,2,24,4,420,6,33,False,1,True,False,True,1,True,200,True,0,0,4,0,3,
3075,0,0,0,0,155652,10423,2,4,0,13697,2,556,11,False,51,2,47166,3047,3102,1401,True,3340,7,3742,2138,74,0,16,95822,9,1,True,314,False,False,10,5,62,0,1,3620,12560,12664,2412,0,False,False,6475,13711,0,16456,1,1,0,40358,2,26346,102,2,5247,9,5296,9,5317,9,5365,3,GOLD,6111,5,6122,1,6131,5,6141,1,6212,5,6221,1,6232,5,6242,1,6252,5,6261,1,3,100,JUNGLE,407.2,220.8,507.0,3.9,1.3,1.6,481.5,332.8,506.3,NONE,1699.9,694.1,1044.2,11,
3100,0,0,0,0,130758,22450,1,4,0,10896,0,254,3,False,18,3,15300,3158,3089,3165,True,3340,10,1052,1058,128,0,16,115458,7,0,False,0,False,False,17,6,21,0,0,1885,12585,0,0,0,False,False,2051,13954,0,24335,1,0,0,18351,2,7455,4,3,5273,9,5289,9,5317,9,5357,3,GOLD,6114,5,6122,1,6134,5,6142,1,6311,5,6322,1,6331,5,6343,1,6352,5,6362,1,4,100,MIDDLE,-3.6,1.8,-0.1,369.4,216.4,488.1,-176.2,-7.1,142.8,3.4,4.9,3.4,411.6,359.6,444.0,SOLO,43.2,-6.6,-227.8,739.7,329.3,513.8,6,
3110,0,0,0,0,87837,14551,2,4,0,10554,1,2035,1,False,3,2,24000,1318,3068,2032,True,3340,11,3025,1011,134,0,15,62484,7,1,False,240,False,False,14,5,4,0,1,3175,11225,1352,128,0,True,False,1021,13211,0,17854,1,0,0,22177,2,11383,54,4,5257,9,5290,9,5317,9,5365,3,GOLD,6212,5,6221,1,6232,5,6241,1,6311,5,6322,1,6332,5,6342,1,6352,5,6363,1,4,100,TOP,0.8,0.4,-0.7,457.7,224.2,445.8,-106.0,-1.9,38.3,3.7,5.9,3.7,432.3,400.1,444.2,SOLO,-5.8,81.1,-162.6,900.5,226.3,575.2,12,
3060,0,0,0,0,33755,6764,1,0,0,13464,2,220,0,False,0,6,11627,3512,3117,3069,True,3364,10,2049,0,63,0,14,22127,2,0,False,38,False,False,17,9,0,0,0,3005,9550,0,0,0,False,False,8718,10914,0,9770,5,0,0,24367,0,10865,432,5,5245,9,5295,6,5302,3,5317,9,5357,3,GOLD,6211,5,6221,1,6231,5,6241,1,6311,5,6322,1,6332,5,6343,1,6352,5,6363,1,7,100,JUNGLE,325.8,150.1,359.8,2.4,0.4,0.8,447.2,159.7,446.5,NONE,912.3,511.5,525.1,4,
3040,0,0,0,788,179555,38940,4,3,1,12285,0,297,6,False,14,0,8574,3009,3027,1056,False,3364,10,3089,0,180,1,17,170980,11,1,False,1113,False,False,6,9,20,0,1,363,11425,0,0,0,False,False,2166,13912,0,39304,1,0,0,23607,2,10209,30,6,5273,9,5297,9,5331,9,5356,2,5357,1,UNRANKED,6114,5,6122,1,6134,5,6142,1,6154,5,6164,1,6311,5,6322,1,6332,5,6343,1,12,200,MIDDLE,3.6,-1.8,0.1,463.3,246.5,350.3,176.2,7.1,-142.8,7.0,3.1,3.5,587.8,366.7,301.2,SOLO,-43.2,6.6,227.8,696.5,335.9,741.6,4,
3092,0,0,0,0,34050,8158,1,3,0,11037,1,402,0,True,0,1,11674,3060,3082,3047,False,3340,12,3024,3504,23,0,14,22376,4,0,False,1090,False,False,17,8,0,0,2,3008,10900,0,0,0,False,False,9465,11552,0,11167,5,0,0,21074,1,8946,267,7,5245,9,5289,6,5297,3,5317,5,5319,4,5357,3,GOLD,6211,5,6223,1,6231,5,6241,1,6311,5,6322,1,6332,5,6342,1,6352,5,6363,1,4,200,BOTTOM,384.5,277.9,333.4,1.4,0.4,0.4,513.2,325.0,268.8,DUO_SUPPORT,772.4,344.2,599.5,3,
3024,0,0,0,0,123023,7659,1,0,0,12289,0,174,10,False,48,0,57345,3124,3158,3932,False,3363,19,3065,1027,31,0,15,53126,1,0,False,3054,False,False,13,11,58,0,2,1239,10560,12552,24,0,False,False,17103,11207,0,8923,1,0,0,44362,0,29018,19,8,5247,9,5290,3,5296,6,5317,9,5412,3,UNRANKED,6114,5,6121,1,6131,5,6142,1,6212,5,6221,1,6231,5,6241,1,6251,5,6261,1,4,200,JUNGLE,345.6,242.5,356.2,0.5,0.0,2.1,546.3,257.9,372.6,NONE,1688.7,748.6,1076.9,11,
