RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610922,
11,
1449100045506,
False,1,420,3,223,5,58,False,0,False,False,False,0,False,100,False,0,0,2,0,1,True,2,120,4,16,6,36,True,0,True,True,False,1,True,200,True,0,1,6,0,1,
1056,0,0,0,0,81894,10413,1,2,0,6721,1,66,0,False,1,0,12907,1056,1001,3197,False,3340,9,3285,0,132,0,13,68417,4,0,False,522,False,False,0,6,1,0,1,551,6825,570,570,0,False,False,482,7718,0,11534,1,0,0,12469,1,5225,112,2,5273,9,5289,9,5317,9,5357,3,UNRANKED,6114,5,6122,1,6134,5,6142,1,6154,5,6164,1,6311,5,6321,1,6331,5,6343,1,14,100,MIDDLE,-1.0,0.6,230.1,384.3,-40.3,-72.2,5.0,5.9,390.7,527.4,SOLO,-105.0,-143.4,208.7,779.2,4,
2043,0,0,0,0,15373,1674,1,2,0,5538,0,300,0,False,0,1,4382,3117,3302,2049,False,3364,5,3110,0,29,0,10,9179,2,0,False,480,False,False,0,2,0,0,2,652,5250,1811,360,0,False,False,5373,5742,0,2687,22,0,0,14843,1,8825,12,3,5273,9,5289,9,5317,9,5365,3,GOLD,6211,5,6221,1,6232,5,6241,1,6252,5,6263,1,6311,5,6322,1,6331,5,6342,1,14,100,BOTTOM,-0.4,0.2,152.5,282.6,-46.05,-87.85,1.3,1.1,290.8,327.2,DUO_SUPPORT,131.95,119.3,399.9,722.6,4,
3508,0,0,0,353,81830,211,0,0,0,6023,0,5,0,False,2,0,80460,3006,2015,2003,False,3340,8,1055,1051,157,0,12,1369,0,0,False,0,False,False,3,1,2,0,0,6298,6650,0,0,0,False,False,2053,7565,0,6510,2,0,0,11181,0,5157,236,4,5245,9,5289,9,5317,9,5335,3,GOLD,6111,5,6122,1,6131,5,6141,1,6151,5,6161,1,6212,5,6223,1,6232,5,6241,1,4,100,BOTTOM,-0.4,0.2,227.5,376.1,-46.05,-87.85,6.3,7.6,249.2,442.3,DUO_CARRY,131.95,119.3,293.0,444.9,7,
3145,0,0,0,0,91441,16426,1,2,0,7450,0,292,0,False,3,0,7962,3116,1058,3158,False,3340,8,3191,0,140,0,13,83478,4,0,False,984,False,False,4,6,3,0,0,688,8050,0,0,0,False,False,7553,8480,0,17115,1,0,0,21898,1,13464,8,5,5273,9,5289,9,5315,5,5317,4,5357,3,PLATINUM,6114,5,6122,1,6131,5,6141,1,6312,5,6322,1,6331,5,6343,1,6352,5,6362,1,12,100,TOP,-0.3,-0.6,245.2,404.4,-46.3,83.1,5.7,6.9,424.9,548.0,SOLO,-154.3,96.2,455.5,1026.2,4,
3508,0,0,0,532,110275,5807,2,5,0,3059,2,287,3,False,0,0,88622,3072,1055,1055,True,3340,8,3009,0,182,0,13,19220,5,1,False,0,False,False,3,2,3,0,0,13919,9050,2432,448,0,True,True,1321,10373,0,20174,3,0,0,8121,1,5062,21,6,5245,9,5275,9,5305,9,5335,3,GOLD,6114,5,6121,1,6131,5,6141,1,6311,5,6322,1,6331,5,6342,1,6351,5,6362,1,4,200,BOTTOM,0.4,-0.2,264.4,542.4,46.05,87.85,8.1,7.8,329.3,544.2,DUO_CARRY,-131.95,-119.3,217.8,403.4,7,
2031,0,0,0,0,138277,905,1,2,0,3203,1,580,11,False,64,0,108652,3111,3071,3930,True,3340,8,1011,1011,35,0,14,19390,5,0,False,620,False,False,8,2,75,0,0,6176,9200,10234,1076,0,True,False,4418,10363,0,8157,1,0,0,13070,2,9247,254,7,5245,9,5289,3,5295,6,5317,9,5335,3,GOLD,6111,5,6121,1,6131,5,6142,1,6212,5,6223,1,6232,5,6241,1,6252,5,6263,1,4,200,JUNGLE,-0.1,1.7,278.5,501.9,-37.2,284.0,0.7,2.0,326.2,725.3,NONE,-189.4,-346.5,446.1,654.1,11,
3153,0,0,0,0,121837,3397,1,0,0,11614,1,198,5,False,2,0,83545,3124,3155,2033,True,3340,5,1033,1001,185,0,14,37914,3,0,False,84,False,False,1,4,7,0,0,5757,8750,376,156,0,False,False,1273,9835,0,9310,1,0,0,18295,0,6597,24,8,5245,9,5290,9,5317,9,5337,3,GOLD,6114,5,6122,1,6131,5,6142,1,6151,5,6162,1,6212,5,6223,1,6231,5,6241,1,4,200,TOP,0.3,0.6,271.6,421.3,46.3,-83.1,6.0,7.5,471.2,464.9,SOLO,154.3,-96.2,609.8,930.0,12,
