RANKED_SOLO_5x5,
5.23.0.239,
NA1,
PRESEASON2016,
NA,
2026610924,
11,
1449100045515,
True,1,420,3,122,5,36,True,1,False,True,True,0,True,100,True,0,2,10,0,3,False,2,157,4,24,6,2,False,0,False,False,False,0,False,200,False,0,0,0,0,0,
3111,0,0,0,0,126436,8827,2,7,0,6828,3,909,8,False,0,4,38530,3027,3110,1058,True,3340,12,3742,0,179,0,16,74778,7,1,False,320,False,False,9,0,8,0,0,1128,11450,13127,3911,0,True,False,10054,12507,0,13867,1,0,0,20967,1,13818,31,2,5245,9,5289,9,5319,9,5347,2,5348,1,SILVER,6211,2,6212,3,6223,1,6231,2,6232,3,6241,1,6251,2,6252,3,6261,1,6311,3,6312,2,6322,1,6331,2,6332,3,6343,1,4,100,TOP,1.1,2.3,2.1,493.7,221.9,394.1,193.7,124.0,116.5,5.5,6.1,6.0,480.8,475.8,434.5,SOLO,-64.6,8.1,-170.7,1073.0,246.5,533.4,12,
3190,0,0,0,0,46325,9612,1,0,0,10800,0,201,0,False,0,5,12618,3009,2303,3742,True,3364,21,1057,1006,72,0,14,28149,1,0,False,144,False,False,22,3,0,0,5,2049,9745,5558,0,0,True,False,8246,10543,0,11661,5,0,0,24581,0,13637,223,3,5257,9,5289,9,5315,9,5347,3,SILVER,6212,5,6221,1,6231,5,6242,1,6251,5,6263,1,6311,5,6322,1,6332,5,6342,1,4,100,BOTTOM,0.3,0.85,-0.1,407.9,202.1,312.6,200.7,36.2,5.65,2.6,2.2,2.1,498.8,283.1,283.6,DUO,59.45,61.8,166.2,1002.3,334.3,803.6,3,
3165,0,0,0,0,63062,15835,2,7,0,2889,1,247,0,False,0,4,12538,2010,0,3028,True,3364,13,3285,3020,62,0,14,49764,7,1,False,0,False,False,16,1,0,0,7,555,9100,760,760,0,False,False,1556,10409,0,17150,1,0,0,7474,1,4585,99,4,5289,9,5315,9,5347,3,5402,9,SILVER,6114,5,6121,1,6134,5,6142,1,6311,5,6322,1,6332,5,6343,1,6352,5,6363,1,14,100,MIDDLE,-0.5,-2.3,-1.7,369.9,180.1,394.3,208.4,-79.2,205.7,1.2,2.8,2.1,364.9,361.7,447.3,SOLO,-536.1,-116.4,-720.0,386.0,174.5,177.3,4,
3111,0,0,0,779,209893,175,2,5,0,6006,2,709,34,False,67,3,191340,3074,3071,1400,True,3341,1,3036,0,61,0,16,4955,14,2,False,104,False,True,8,3,101,0,1,25794,14000,13598,2632,0,True,False,7101,15307,0,28602,1,0,0,29266,4,23156,62,5,5245,9,5275,9,5317,9,5341,1,5412,2,SILVER,6111,5,6121,1,6131,5,6142,1,6151,5,6162,1,6211,5,6221,1,6231,5,6242,1,4,100,JUNGLE,2.0,0.1,0.1,605.8,283.9,460.8,250.9,29.1,149.3,3.4,0.1,2.2,602.5,279.7,588.0,NONE,38.7,-247.7,-163.0,1278.0,581.2,885.1,11,
3065,0,0,0,0,79408,4304,1,2,0,5812,0,270,1,False,47,1,31770,1001,1033,1413,False,3364,6,0,0,35,0,13,38618,2,0,False,700,False,False,3,4,48,0,2,829,6575,9020,168,0,False,False,16492,7694,0,5302,1,0,0,35216,1,28703,19,6,5259,9,5289,9,5317,9,5347,2,5349,1,SILVER,6111,5,6121,1,6212,5,6221,1,6232,5,6242,1,6251,5,6261,1,6311,5,6321,1,4,200,JUNGLE,-2.0,-0.1,-0.1,208.4,216.3,272.9,-250.9,-29.1,-149.3,1.4,0.0,2.1,351.6,250.6,438.7,NONE,-38.7,247.7,163.0,1239.3,828.9,1048.1,11,
3151,0,0,0,155,78236,14276,1,0,0,12316,0,462,0,False,0,3,19179,3020,3085,1056,False,3340,7,0,0,109,0,12,59056,1,0,False,1610,False,False,3,12,0,0,0,1420,7400,0,0,0,False,False,532,7461,0,15696,1,0,0,24959,0,11032,17,7,5259,4,5273,5,5289,7,5297,2,5316,6,5317,3,5357,3,SILVER,6114,5,6122,1,6131,5,6142,1,6154,5,6164,1,6312,5,6322,1,6332,5,14,200,MIDDLE,0.5,2.3,1.7,186.3,218.1,254.2,-208.4,79.2,-205.7,1.7,5.1,3.8,156.5,440.9,241.6,SOLO,536.1,116.4,720.0,922.1,290.9,897.3,4,
